,Period,NoOfProperties,postnumer
28883,201901,1,200.0
28885,201901,1,108.0
28897,201901,1,108.0
28900,201901,60,101.0
28901,201901,4,105.0
28902,201901,1,107.0
28903,201901,11,108.0
28904,201901,2,109.0
28905,201901,1,111.0
28906,201901,1,162.0
28907,201901,1,203.0
28908,201901,11,220.0
28929,201902,98,101.0
28930,201902,2,102.0
28931,201902,1,103.0
28932,201902,9,104.0
28933,201902,38,105.0
28934,201902,8,107.0
28935,201902,8,108.0
28936,201902,3,109.0
28937,201902,5,110.0
28938,201902,1,111.0
28939,201902,3,112.0
28940,201902,2,113.0
28941,201902,2,162.0
28942,201902,6,170.0
28944,201902,5,200.0
28945,201902,2,201.0
28946,201902,1,203.0
28947,201902,6,210.0
28948,201902,4,220.0
28949,201902,2,221.0
28954,201902,4,270.0
28955,201902,1,271.0
28956,201902,1,276.0
29018,201902,484,101.0
29019,201902,4,102.0
29020,201902,5,103.0
29021,201902,39,104.0
29022,201902,147,105.0
29023,201902,43,107.0
29024,201902,31,108.0
29025,201902,19,109.0
29026,201902,28,110.0
29027,201902,6,111.0
29028,201902,12,112.0
29029,201902,7,113.0
29030,201902,1,116.0
29031,201902,1,161.0
29032,201902,13,170.0
29034,201902,26,200.0
29035,201902,6,201.0
29036,201902,11,203.0
29037,201902,11,210.0
29038,201902,27,220.0
29039,201902,10,221.0
29040,201902,1,225.0
29046,201902,11,270.0
29047,201902,1,271.0
29048,201902,6,276.0
29126,201902,347,101.0
29127,201902,4,102.0
29128,201902,7,103.0
29129,201902,31,104.0
29130,201902,122,105.0
29131,201902,47,107.0
29132,201902,28,108.0
29133,201902,7,109.0
29134,201902,18,110.0
29135,201902,7,111.0
29136,201902,12,112.0
29137,201902,8,113.0
29138,201902,2,161.0
29139,201902,6,170.0
29140,201902,37,200.0
29141,201902,8,201.0
29142,201902,11,203.0
29143,201902,22,210.0
29144,201902,25,220.0
29145,201902,17,221.0
29146,201902,3,225.0
29152,201902,10,270.0
29153,201902,6,271.0
29154,201902,12,276.0
29239,201902,97,101.0
29240,201902,6,102.0
29241,201902,1,103.0
29242,201902,18,104.0
29243,201902,56,105.0
29244,201902,16,107.0
29245,201902,19,108.0
29246,201902,6,109.0
29247,201902,20,110.0
29248,201902,1,111.0
29249,201902,11,112.0
29250,201902,4,113.0
29251,201902,1,161.0
29252,201902,2,162.0
29253,201902,6,170.0
29256,201902,18,200.0
29257,201902,7,201.0
29258,201902,12,203.0
29259,201902,19,210.0
29260,201902,12,220.0
29261,201902,10,221.0
29262,201902,3,225.0
29267,201902,14,270.0
29268,201902,6,271.0
29269,201902,14,276.0
29346,201902,33,101.0
29347,201902,3,102.0
29348,201902,8,104.0
29349,201902,14,105.0
29350,201902,4,107.0
29351,201902,6,108.0
29352,201902,2,109.0
29353,201902,7,110.0
29354,201902,1,111.0
29355,201902,5,112.0
29356,201902,7,113.0
29357,201902,5,170.0
29359,201902,9,200.0
29360,201902,4,201.0
29361,201902,6,203.0
29362,201902,9,210.0
29363,201902,5,220.0
29364,201902,9,221.0
29365,201902,4,225.0
29367,201902,9,270.0
29368,201902,6,276.0
29427,201902,18,101.0
29428,201902,1,103.0
29429,201902,2,104.0
29430,201902,2,105.0
29431,201902,1,107.0
29432,201902,2,108.0
29433,201902,2,110.0
29434,201902,1,111.0
29435,201902,2,112.0
29436,201902,3,113.0
29437,201902,1,162.0
29438,201902,1,170.0
29439,201902,5,200.0
29440,201902,1,203.0
29441,201902,6,210.0
29442,201902,1,220.0
29443,201902,4,221.0
29445,201902,1,270.0
29475,201902,4,101.0
29476,201902,2,112.0
29477,201902,1,170.0
29478,201902,1,203.0
29479,201902,2,220.0
29480,201902,1,221.0
29492,201902,1,201.0
29493,201902,2,206.0
29504,201902,1,101.0
29512,201902,1,276.0
29513,201902,4,200.0
29514,201902,2,203.0
29516,201902,33,101.0
29517,201902,1,105.0
29518,201902,16,108.0
29519,201902,1,110.0
29520,201902,4,170.0
29521,201902,5,203.0
29522,201902,10,220.0
29523,201902,1,225.0
29525,201902,1,270.0
29553,201902,1,170.0
29560,201902,1,170.0
29565,201902,1,200.0
29566,201902,7,101.0
29567,201902,1,102.0
29568,201902,1,104.0
29569,201902,2,105.0
29570,201902,3,108.0
29571,201902,1,112.0
29572,201902,2,200.0
29575,201902,1,270.0
29591,201902,203,101.0
29592,201902,2,102.0
29593,201902,3,103.0
29594,201902,32,104.0
29595,201902,132,105.0
29596,201902,29,107.0
29597,201902,40,108.0
29598,201902,22,109.0
29599,201902,12,110.0
29600,201902,14,111.0
29601,201902,12,112.0
29602,201902,7,113.0
29603,201902,1,116.0
29604,201902,7,162.0
29605,201902,5,170.0
29607,201902,30,200.0
29608,201902,10,201.0
29609,201902,3,203.0
29610,201902,10,210.0
29611,201902,39,220.0
29612,201902,8,221.0
29613,201902,3,225.0
29622,201902,11,270.0
29623,201902,8,271.0
29624,201902,1,276.0
29716,201902,8,101.0
29717,201902,2,103.0
29718,201902,1,104.0
29719,201902,5,105.0
29720,201902,3,107.0
29721,201902,1,108.0
29722,201902,2,109.0
29723,201902,1,112.0
29724,201902,1,170.0
29725,201902,1,203.0
29726,201902,1,210.0
29727,201902,4,220.0
29730,201902,2,270.0
29753,201902,1,111.0
29754,201902,1,170.0
29755,201902,1,200.0
29756,201902,2,270.0
29774,201902,2,101.0
29775,201902,1,111.0
29776,201902,1,108.0
29787,201902,1,108.0
29790,201902,31,101.0
29791,201902,8,105.0
29792,201902,2,107.0
29793,201902,11,108.0
29794,201902,2,109.0
29795,201902,1,111.0
29796,201902,1,162.0
29797,201902,1,200.0
29798,201902,11,220.0
29821,201903,129,101.0
29822,201903,2,102.0
29823,201903,1,103.0
29824,201903,10,104.0
29825,201903,41,105.0
29826,201903,7,107.0
29827,201903,9,108.0
29828,201903,3,109.0
29829,201903,4,110.0
29830,201903,1,111.0
29831,201903,3,112.0
29832,201903,2,113.0
29833,201903,2,162.0
29834,201903,6,170.0
29836,201903,8,200.0
29837,201903,2,201.0
29838,201903,2,203.0
29839,201903,6,210.0
29840,201903,6,220.0
29841,201903,3,221.0
29846,201903,5,270.0
29847,201903,1,271.0
29848,201903,1,276.0
29916,201903,493,101.0
29917,201903,4,102.0
29918,201903,5,103.0
29919,201903,36,104.0
29920,201903,139,105.0
29921,201903,45,107.0
29922,201903,29,108.0
29923,201903,18,109.0
29924,201903,29,110.0
29925,201903,6,111.0
29926,201903,11,112.0
29927,201903,11,113.0
29928,201903,1,116.0
29929,201903,17,170.0
29931,201903,29,200.0
29932,201903,7,201.0
29933,201903,15,203.0
29934,201903,11,210.0
29935,201903,29,220.0
29936,201903,8,221.0
29937,201903,1,225.0
29942,201903,13,270.0
29943,201903,3,271.0
29944,201903,6,276.0
30024,201903,357,101.0
30025,201903,5,102.0
30026,201903,8,103.0
30027,201903,28,104.0
30028,201903,128,105.0
30029,201903,51,107.0
30030,201903,30,108.0
30031,201903,10,109.0
30032,201903,19,110.0
30033,201903,5,111.0
30034,201903,11,112.0
30035,201903,8,113.0
30036,201903,2,161.0
30037,201903,8,170.0
30038,201903,38,200.0
30039,201903,7,201.0
30040,201903,15,203.0
30041,201903,21,210.0
30042,201903,24,220.0
30043,201903,21,221.0
30044,201903,4,225.0
30050,201903,9,270.0
30051,201903,6,271.0
30052,201903,16,276.0
30140,201903,100,101.0
30141,201903,6,102.0
30142,201903,19,104.0
30143,201903,52,105.0
30144,201903,20,107.0
30145,201903,19,108.0
30146,201903,4,109.0
30147,201903,17,110.0
30148,201903,1,111.0
30149,201903,8,112.0
30150,201903,6,113.0
30151,201903,1,161.0
30152,201903,2,162.0
30153,201903,7,170.0
30156,201903,16,200.0
30157,201903,8,201.0
30158,201903,12,203.0
30159,201903,16,210.0
30160,201903,14,220.0
30161,201903,13,221.0
30162,201903,2,225.0
30168,201903,14,270.0
30169,201903,6,271.0
30170,201903,16,276.0
30247,201903,30,101.0
30248,201903,2,102.0
30249,201903,8,104.0
30250,201903,11,105.0
30251,201903,5,107.0
30252,201903,7,108.0
30253,201903,5,110.0
30254,201903,1,111.0
30255,201903,7,112.0
30256,201903,7,113.0
30257,201903,6,170.0
30259,201903,7,200.0
30260,201903,3,201.0
30261,201903,5,203.0
30262,201903,9,210.0
30263,201903,5,220.0
30264,201903,8,221.0
30265,201903,2,225.0
30268,201903,9,270.0
30269,201903,6,276.0
30330,201903,17,101.0
30331,201903,1,103.0
30332,201903,1,104.0
30333,201903,4,105.0
30334,201903,2,107.0
30335,201903,3,108.0
30336,201903,2,110.0
30337,201903,1,111.0
30338,201903,3,112.0
30339,201903,1,113.0
30340,201903,1,170.0
30341,201903,4,200.0
30342,201903,1,203.0
30343,201903,4,210.0
30344,201903,2,221.0
30347,201903,2,270.0
30348,201903,1,271.0
30380,201903,5,101.0
30381,201903,1,112.0
30382,201903,1,203.0
30383,201903,2,220.0
30384,201903,1,221.0
30397,201903,1,201.0
30398,201903,2,206.0
30409,201903,1,101.0
30417,201903,1,276.0
30418,201903,4,200.0
30419,201903,2,203.0
30421,201903,33,101.0
30422,201903,1,105.0
30423,201903,12,108.0
30424,201903,1,110.0
30425,201903,4,170.0
30426,201903,5,203.0
30427,201903,10,220.0
30428,201903,1,225.0
30430,201903,1,270.0
30458,201903,1,170.0
30465,201903,1,170.0
30470,201903,1,200.0
30471,201903,6,101.0
30472,201903,1,102.0
30473,201903,5,105.0
30474,201903,1,107.0
30475,201903,3,108.0
30476,201903,2,200.0
30479,201903,1,270.0
30496,201903,214,101.0
30497,201903,2,102.0
30498,201903,5,103.0
30499,201903,36,104.0
30500,201903,144,105.0
30501,201903,27,107.0
30502,201903,40,108.0
30503,201903,27,109.0
30504,201903,10,110.0
30505,201903,14,111.0
30506,201903,11,112.0
30507,201903,8,113.0
30508,201903,1,116.0
30509,201903,6,162.0
30510,201903,4,170.0
30512,201903,28,200.0
30513,201903,11,201.0
30514,201903,4,203.0
30515,201903,10,210.0
30516,201903,41,220.0
30517,201903,7,221.0
30518,201903,4,225.0
30526,201903,10,270.0
30527,201903,6,271.0
30528,201903,1,276.0
30623,201903,6,101.0
30624,201903,2,103.0
30625,201903,1,104.0
30626,201903,5,105.0
30627,201903,1,107.0
30628,201903,1,108.0
30629,201903,2,109.0
30630,201903,1,110.0
30631,201903,1,170.0
30632,201903,1,203.0
30633,201903,1,210.0
30634,201903,4,220.0
30637,201903,2,270.0
30664,201903,1,111.0
30665,201903,2,112.0
30666,201903,1,170.0
30667,201903,1,200.0
30668,201903,2,270.0
30685,201903,2,101.0
30686,201903,1,107.0
30687,201903,1,111.0
30690,201903,1,108.0
30704,201903,1,108.0
30706,201903,32,101.0
30707,201903,8,105.0
30708,201903,2,107.0
30709,201903,8,108.0
30710,201903,2,109.0
30711,201903,1,111.0
30712,201903,1,162.0
30713,201903,11,220.0
30735,201904,143,101.0
30736,201904,2,102.0
30737,201904,1,103.0
30738,201904,10,104.0
30739,201904,48,105.0
30740,201904,8,107.0
30741,201904,11,108.0
30742,201904,4,109.0
30743,201904,4,110.0
30744,201904,1,111.0
30745,201904,3,112.0
30746,201904,2,113.0
30747,201904,2,162.0
30748,201904,4,170.0
30750,201904,9,200.0
30751,201904,3,201.0
30752,201904,3,203.0
30753,201904,7,210.0
30754,201904,8,220.0
30755,201904,2,221.0
30756,201904,1,225.0
30764,201904,6,270.0
30765,201904,1,271.0
30766,201904,2,276.0
30846,201904,498,101.0
30847,201904,4,102.0
30848,201904,6,103.0
30849,201904,41,104.0
30850,201904,151,105.0
30851,201904,51,107.0
30852,201904,42,108.0
30853,201904,16,109.0
30854,201904,30,110.0
30855,201904,7,111.0
30856,201904,9,112.0
30857,201904,12,113.0
30858,201904,2,116.0
30859,201904,1,162.0
30860,201904,14,170.0
30862,201904,37,200.0
30863,201904,10,201.0
30864,201904,15,203.0
30865,201904,12,210.0
30866,201904,34,220.0
30867,201904,13,221.0
30868,201904,3,225.0
30875,201904,13,270.0
30876,201904,2,271.0
30877,201904,6,276.0
30962,201904,368,101.0
30963,201904,5,102.0
30964,201904,7,103.0
30965,201904,33,104.0
30966,201904,145,105.0
30967,201904,53,107.0
30968,201904,37,108.0
30969,201904,11,109.0
30970,201904,19,110.0
30971,201904,5,111.0
30972,201904,17,112.0
30973,201904,9,113.0
30974,201904,2,161.0
30975,201904,1,162.0
30976,201904,8,170.0
30977,201904,47,200.0
30978,201904,12,201.0
30979,201904,12,203.0
30980,201904,25,210.0
30981,201904,28,220.0
30982,201904,21,221.0
30983,201904,4,225.0
30989,201904,9,270.0
30990,201904,6,271.0
30991,201904,18,276.0
31081,201904,107,101.0
31082,201904,6,102.0
31083,201904,1,103.0
31084,201904,20,104.0
31085,201904,60,105.0
31086,201904,36,107.0
31087,201904,30,108.0
31088,201904,7,109.0
31089,201904,24,110.0
31090,201904,2,111.0
31091,201904,13,112.0
31092,201904,6,113.0
31093,201904,1,161.0
31094,201904,2,162.0
31095,201904,6,170.0
31098,201904,18,200.0
31099,201904,12,201.0
31100,201904,15,203.0
31101,201904,19,210.0
31102,201904,16,220.0
31103,201904,16,221.0
31104,201904,5,225.0
31112,201904,19,270.0
31113,201904,6,271.0
31114,201904,13,276.0
31200,201904,32,101.0
31201,201904,3,102.0
31202,201904,8,104.0
31203,201904,14,105.0
31204,201904,4,107.0
31205,201904,16,108.0
31206,201904,5,109.0
31207,201904,5,110.0
31208,201904,1,111.0
31209,201904,6,112.0
31210,201904,12,113.0
31211,201904,8,170.0
31213,201904,11,200.0
31214,201904,4,201.0
31215,201904,9,203.0
31216,201904,12,210.0
31217,201904,5,220.0
31218,201904,11,221.0
31219,201904,3,225.0
31221,201904,14,270.0
31222,201904,5,276.0
31288,201904,18,101.0
31289,201904,1,103.0
31290,201904,4,104.0
31291,201904,6,105.0
31292,201904,2,107.0
31293,201904,5,108.0
31294,201904,3,110.0
31295,201904,1,111.0
31296,201904,5,112.0
31297,201904,3,113.0
31298,201904,1,170.0
31299,201904,5,200.0
31300,201904,1,203.0
31301,201904,5,210.0
31302,201904,1,220.0
31303,201904,3,221.0
31305,201904,2,270.0
31339,201904,6,101.0
31340,201904,1,112.0
31341,201904,2,170.0
31342,201904,1,203.0
31343,201904,1,220.0
31344,201904,1,221.0
31359,201904,1,201.0
31360,201904,2,206.0
31377,201904,1,276.0
31378,201904,1,101.0
31379,201904,4,200.0
31380,201904,2,203.0
31382,201904,33,101.0
31383,201904,1,105.0
31384,201904,24,108.0
31385,201904,1,110.0
31386,201904,4,170.0
31387,201904,5,203.0
31388,201904,10,220.0
31389,201904,1,225.0
31391,201904,7,270.0
31419,201904,1,105.0
31420,201904,1,170.0
31427,201904,1,170.0
31430,201904,1,101.0
31434,201904,1,200.0
31435,201904,4,101.0
31436,201904,1,102.0
31437,201904,5,105.0
31438,201904,1,107.0
31439,201904,2,108.0
31440,201904,1,110.0
31441,201904,1,200.0
31444,201904,1,270.0
31462,201904,211,101.0
31463,201904,2,102.0
31464,201904,3,103.0
31465,201904,35,104.0
31466,201904,134,105.0
31467,201904,34,107.0
31468,201904,38,108.0
31469,201904,21,109.0
31470,201904,9,110.0
31471,201904,19,111.0
31472,201904,13,112.0
31473,201904,9,113.0
31474,201904,2,116.0
31475,201904,7,162.0
31476,201904,7,170.0
31478,201904,24,200.0
31479,201904,9,201.0
31480,201904,2,203.0
31481,201904,11,210.0
31482,201904,38,220.0
31483,201904,8,221.0
31484,201904,3,225.0
31492,201904,11,270.0
31493,201904,7,271.0
31494,201904,1,276.0
31591,201904,6,101.0
31592,201904,2,103.0
31593,201904,4,105.0
31594,201904,2,107.0
31595,201904,1,108.0
31596,201904,3,109.0
31597,201904,2,110.0
31598,201904,1,170.0
31599,201904,1,203.0
31600,201904,1,210.0
31601,201904,4,220.0
31604,201904,2,270.0
31630,201904,1,108.0
31631,201904,1,111.0
31632,201904,2,112.0
31633,201904,1,170.0
31634,201904,1,200.0
31635,201904,3,270.0
31655,201904,3,101.0
31656,201904,1,107.0
31657,201904,1,111.0
31658,201904,1,200.0
31662,201904,1,108.0
31676,201904,1,108.0
31679,201904,31,101.0
31680,201904,8,105.0
31681,201904,2,107.0
31682,201904,11,108.0
31683,201904,2,109.0
31684,201904,1,111.0
31685,201904,11,220.0
31709,201905,139,101.0
31710,201905,2,102.0
31711,201905,1,103.0
31712,201905,13,104.0
31713,201905,50,105.0
31714,201905,8,107.0
31715,201905,12,108.0
31716,201905,5,109.0
31717,201905,4,110.0
31718,201905,1,111.0
31719,201905,4,112.0
31720,201905,3,113.0
31721,201905,2,162.0
31722,201905,5,170.0
31724,201905,11,200.0
31725,201905,3,201.0
31726,201905,3,203.0
31727,201905,6,210.0
31728,201905,8,220.0
31729,201905,2,221.0
31730,201905,1,225.0
31738,201905,7,270.0
31739,201905,1,271.0
31740,201905,2,276.0
31823,201905,497,101.0
31824,201905,5,102.0
31825,201905,7,103.0
31826,201905,43,104.0
31827,201905,150,105.0
31828,201905,50,107.0
31829,201905,40,108.0
31830,201905,15,109.0
31831,201905,33,110.0
31832,201905,8,111.0
31833,201905,10,112.0
31834,201905,9,113.0
31835,201905,2,116.0
31836,201905,14,170.0
31839,201905,39,200.0
31840,201905,10,201.0
31841,201905,15,203.0
31842,201905,12,210.0
31843,201905,27,220.0
31844,201905,14,221.0
31845,201905,2,225.0
31852,201905,11,270.0
31853,201905,3,271.0
31854,201905,6,276.0
31944,201905,376,101.0
31945,201905,5,102.0
31946,201905,7,103.0
31947,201905,37,104.0
31948,201905,141,105.0
31949,201905,50,107.0
31950,201905,30,108.0
31951,201905,11,109.0
31952,201905,25,110.0
31953,201905,8,111.0
31954,201905,19,112.0
31955,201905,9,113.0
31956,201905,2,161.0
31957,201905,1,162.0
31958,201905,10,170.0
31959,201905,47,200.0
31960,201905,8,201.0
31961,201905,15,203.0
31962,201905,22,210.0
31963,201905,33,220.0
31964,201905,23,221.0
31965,201905,5,225.0
31971,201905,11,270.0
31972,201905,9,271.0
31973,201905,16,276.0
32066,201905,106,101.0
32067,201905,7,102.0
32068,201905,18,104.0
32069,201905,60,105.0
32070,201905,31,107.0
32071,201905,24,108.0
32072,201905,8,109.0
32073,201905,22,110.0
32074,201905,8,112.0
32075,201905,5,113.0
32076,201905,1,161.0
32077,201905,2,162.0
32078,201905,7,170.0
32081,201905,16,200.0
32082,201905,9,201.0
32083,201905,11,203.0
32084,201905,20,210.0
32085,201905,16,220.0
32086,201905,13,221.0
32087,201905,4,225.0
32095,201905,19,270.0
32096,201905,6,271.0
32097,201905,17,276.0
32185,201905,31,101.0
32186,201905,3,102.0
32187,201905,7,104.0
32188,201905,15,105.0
32189,201905,3,107.0
32190,201905,12,108.0
32191,201905,4,110.0
32192,201905,1,111.0
32193,201905,5,112.0
32194,201905,13,113.0
32195,201905,5,170.0
32197,201905,9,200.0
32198,201905,8,201.0
32199,201905,5,203.0
32200,201905,10,210.0
32201,201905,4,220.0
32202,201905,10,221.0
32203,201905,4,225.0
32205,201905,9,270.0
32206,201905,5,276.0
32276,201905,20,101.0
32277,201905,1,103.0
32278,201905,1,104.0
32279,201905,3,105.0
32280,201905,3,107.0
32281,201905,3,108.0
32282,201905,3,110.0
32283,201905,4,112.0
32284,201905,4,113.0
32285,201905,3,200.0
32286,201905,1,203.0
32287,201905,5,210.0
32288,201905,1,220.0
32289,201905,1,221.0
32291,201905,1,270.0
32326,201905,5,101.0
32327,201905,1,112.0
32328,201905,1,220.0
32329,201905,1,221.0
32345,201905,1,105.0
32346,201905,1,201.0
32347,201905,2,206.0
32352,201905,1,101.0
32365,201905,1,276.0
32366,201905,1,101.0
32367,201905,4,200.0
32368,201905,2,203.0
32370,201905,33,101.0
32371,201905,1,105.0
32372,201905,17,108.0
32373,201905,1,110.0
32374,201905,4,170.0
32375,201905,5,203.0
32376,201905,10,220.0
32377,201905,1,225.0
32379,201905,7,270.0
32412,201905,1,105.0
32413,201905,1,170.0
32420,201905,1,170.0
32423,201905,1,101.0
32427,201905,1,200.0
32428,201905,6,101.0
32429,201905,1,102.0
32430,201905,1,104.0
32431,201905,10,105.0
32432,201905,2,108.0
32433,201905,1,200.0
32434,201905,2,220.0
32437,201905,1,270.0
32455,201905,213,101.0
32456,201905,2,102.0
32457,201905,6,103.0
32458,201905,38,104.0
32459,201905,150,105.0
32460,201905,35,107.0
32461,201905,39,108.0
32462,201905,23,109.0
32463,201905,11,110.0
32464,201905,18,111.0
32465,201905,15,112.0
32466,201905,6,113.0
32467,201905,1,116.0
32468,201905,6,162.0
32469,201905,7,170.0
32471,201905,26,200.0
32472,201905,11,201.0
32473,201905,3,203.0
32474,201905,11,210.0
32475,201905,35,220.0
32476,201905,8,221.0
32477,201905,3,225.0
32485,201905,11,270.0
32486,201905,8,271.0
32487,201905,1,276.0
32585,201905,6,101.0
32586,201905,1,102.0
32587,201905,2,103.0
32588,201905,1,104.0
32589,201905,3,105.0
32590,201905,1,107.0
32591,201905,1,108.0
32592,201905,3,109.0
32593,201905,1,110.0
32594,201905,1,161.0
32595,201905,1,170.0
32596,201905,1,200.0
32597,201905,2,203.0
32598,201905,1,210.0
32599,201905,9,220.0
32602,201905,2,270.0
32632,201905,1,111.0
32633,201905,2,112.0
32634,201905,1,170.0
32635,201905,1,200.0
32636,201905,3,270.0
32658,201905,3,101.0
32659,201905,1,107.0
32660,201905,1,108.0
32661,201905,1,111.0
32667,201905,1,108.0
32681,201905,1,108.0
32683,201905,64,101.0
32684,201905,8,105.0
32685,201905,2,107.0
32686,201905,10,108.0
32687,201905,2,109.0
32688,201905,1,111.0
32689,201905,11,220.0
32712,201906,1,111.0
32713,201906,1,203.0
32715,201906,150,101.0
32716,201906,4,102.0
32717,201906,1,103.0
32718,201906,16,104.0
32719,201906,56,105.0
32720,201906,9,107.0
32721,201906,15,108.0
32722,201906,5,109.0
32723,201906,4,110.0
32724,201906,1,111.0
32725,201906,4,112.0
32726,201906,2,113.0
32727,201906,2,162.0
32728,201906,3,170.0
32730,201906,12,200.0
32731,201906,3,201.0
32732,201906,3,203.0
32733,201906,6,210.0
32734,201906,9,220.0
32735,201906,2,221.0
32736,201906,1,225.0
32745,201906,7,270.0
32746,201906,2,276.0
32834,201906,534,101.0
32835,201906,6,102.0
32836,201906,7,103.0
32837,201906,47,104.0
32838,201906,183,105.0
32839,201906,57,107.0
32840,201906,46,108.0
32841,201906,19,109.0
32842,201906,34,110.0
32843,201906,7,111.0
32844,201906,15,112.0
32845,201906,10,113.0
32846,201906,2,116.0
32847,201906,18,170.0
